level_0,id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
new,NGO_1323,Civil Society,Religious,,,,,,SSD,South Sudan,1323,Faith-based Council,,
new,ENT_1324,Entity,,,,,,,SOM,Somalia,1324,South-West State of Somalia,,
new,POL_1325,Political Party,,,,,,,GIN,Guinea,1325,La Mouvance,,
new,OTH_1326,Other,,,,,,,CAF,Central African Republic,1326,National Stakeholders,,
new,OTH_1327,Other,,,,,,,SDN,Sudan,1327,Police and National Security,,
new,ENT_1328,Entity,,,,,,,SDN,Sudan,1328,Unity State,,
new,ENT_1329,Entity,,,,,,,SDN,Sudan,1329,Northern Bahr El-Gazal State,,
new,OTH_1330,Other,,,,,,,SDN,Sudan,1330,Joint Defense Council,,
new,ARM_1331,Armed Organization,,,,,,,CAF,Central African Republic,1331,Séléka Coalition,,Seleka Coalition
new,ARM_1332,Armed Organization,,,,,,,CAF,Central African Republic,1332,Séléka Rénovée,,Seleka Renovee
new,POL_1333,Political Party,,,,,,,CAF,Central African Republic,1333,Democratic Opposition,,
new,ARM_1334,Armed Organization,,,,,,,CAF,Central African Republic,1334,Patriotic Convention for Saving the Country,CPSK,Convention Patriotique pour le Salut du Kodro
new,UMB_1335,Umbrella,,,,,,,CAF,Central African Republic,1335,Politico-Military Movements,,
new,ARM_1336,Armed Organization,,,,,,,CAF,Central African Republic,1336,Union of Republician Forces - F,UFR-F,
new,ARM_1337,Armed Organization,,,,,,,CAF,Central African Republic,1337,RJ-Belanga,,
new,ARM_1338,Armed Organization,,,,,,,CAF,Central African Republic,1338,RJ-Sayo,,
new,OTH_1339,Other,,,,,,,LSO,Lesotho,1339,College of Chiefs,,
new,NGO_1340,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1340,Kamantan,,
new,NGO_1341,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1341,Ikulu,,
new,NGO_1342,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1342,Hausa,,
new,NGO_1343,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1343,Fulani,,
new,NGO_1344,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1344,Bajju,,
new,NGO_1345,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1345,Atyap,,
new,NGO_1346,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1346,Numana,,
new,NGO_1347,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1347,Ninzo,,
new,NGO_1348,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1348,Ninzo,,
new,NGO_1349,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1349,Mada,,
new,NGO_1350,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1350,Gwandara,,
new,NGO_1351,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1351,Ayu,,
new,NGO_1352,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1352,Atakar,,
new,NGO_1353,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1353,Kagoro,,
new,NGO_1354,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1354,Moro'a,,
new,NGO_1355,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1355,Kuturmi,,
new,NGO_1356,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1356,Jaba,,
new,NGO_1357,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1357,Adara,,
new,NGO_1358,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1358,Kaninkon,,
new,NGO_1359,Civil Society,Communities and tribes,,,,,,NGA,Nigeria,1359,Fantsuwan,,
new,POL_1360,Political Party,,,,,,,PHL,Philippines,1360,Communist Party of the Philippines,,
new,POL_1361,Political Party,,,,,,, ,Northern Ireland,1361,Political parties,,
new,GP-19,,,,,,,,,,,Diplomatic Community,Diplomatic Com.,
new,GP-69,,,,,,,,,,,UNCT,UNCT,
new,GP-85,,,,,,,,,,,UNITAMS,UNITAMS,
new,GP-51,,,,,,,,,,,OCHA,OCHA,
