level_0,id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
old,OTH_820,Other,,,,,1,,MMR,Myanmar (Burma),820,Karen State Peace Making Group,,
old,ARM_821,Armed Organization,,,,,,,MMR,Myanmar (Burma),821,Myanmar National Democratic Alliance Army,MNDAA,
old,ARM_822,Armed Organization,,,,,,,IND,India,822,NSCN (K),NSCN (K),
old,ARM_823,Armed Organization,,,,,,,MMR,Myanmar (Burma),823,United Wa State Army,UWSA,
old,ARM_824,Armed Organization,,,,,,,MLI,Mali,824,High Council for the Unity of Azawad,HCUA,
old,ARM_825,Armed Organization,,,,,,,MLI,Mali,825,Coordination of Patriotic Movements and Forces for Resistance 2,CMFPR2,
old,OTH_827,Other,,,,,1,,MMR,Myanmar (Burma),827,Union Peacemaking Working Committee,,
old,ARM_828,Armed Organization,,,,,,,MMR,Myanmar (Burma),828,Kachin Independence Organisation,KIO, Kachin Independence Organisation |  Kachin Independence Organization
old,ARM_829,Armed Organization,,,,,,,MMR,Myanmar (Burma),829,National Democratic Alliance Army,,
old,ARM_830,Armed Organization,,,,,,,SSD,South Sudan,830,South Sudan National Liberation Movement,SSNLM,
old,IGO_831,Intergovernmental Organization,,,1,,,UN Mission,,,831,UNMISS,UNMISS,United Nations Mission in the Republic of South Sudan | United Nations Mission in Republic of South Sudan | United Nations Mission in South Sudan
old,UMB_832,Umbrella,,,,,,,YEM,Yemen,832,Arab Coalition,,
old,POL_833,Political Party,,,,,,,HRV,Croatia,833,Croatian Democratic Union,,
old,OTH_834,Other,,,,,1,,MMR,Myanmar (Burma),834,State Central Committee for Drug Abuse Control (CDAC),CDAC,State Central Committee for Drug Abuse Control
old,ENT_835,Entity,,,,,,,SOM,Somalia,835,Jubbaland,,
old,OTH_836,Other,,,,,1,,BIH,Bosnia and Herzegovina,836,Exchange Comisssion,,
old,OTH_837,Other,,,1,,,,,,837,International Conference on the Former Yugoslavia,,
old,NGO_838,Other,,,1,,,,,,838,Maltease Cross,,
old,OTH_839,Other,,,,,1,,CAF,Central African Republic,839,National Transition Council,,
old,POL_840,Political Party,,,,,,,LSO,Lesotho,840,National Independent Party,,
old,POL_841,Political Party,,,,,,,LSO,Lesotho,841,Democratic Congress,,
old,POL_842,Political Party,,,,,,,LSO,Lesotho,842,Basotho National African Congress,,
old,POL_843,Political Party,,,,,,,LSO,Lesotho,843,Basotho Congress Party,,
old,POL_844,Political Party,,,,,,,LSO,Lesotho,844,African Unity Movement,,
old,POL_845,Political Party,,,,,,,LSO,Lesotho,845,All Democratic Cooperation,,
old,POL_846,Political Party,,,,,,,LSO,Lesotho,846,Basotho National Party,,
old,POL_847,Political Party,,,,,,,LSO,Lesotho,847,Lesotho Congress for Democracy,,
old,NGO_848,Civil Society,Religious,,,,1,,LSO,Lesotho,848,Christian Council of Lesotho,,
old,NGO_849,Civil Society,Non-governmental Organization,Other,,,1,,LSO,Lesotho,849,Lesotho Council of NGOs,,
old,POL_850,Political Party,,,,,,,LSO,Lesotho,850,Basutoland Congress Party,,
old,ARM_851,Armed Organization,,,,,,,SLB,Solomon Islands,851,Marau Eagle Force,,
old,ARM_852,Armed Organization,,,,,,,SLB,Solomon Islands,852,Isatabur Freedom Movement,,
old,OTH_853,Other,,,,,1,,SLB,Solomon Islands,853,Guadalcanal Provincial Government,,
old,IGO_854,Intergovernmental Organization,,,1,,,UN Mission,,,854,UNMIS,UNMIS,United Nations Mission in the Sudan | United Nations Mission in Sudan
old,ARM_855,Armed Organization,,,,,,,AZE,Azerbaijan,855,Army of Nagorno Karabakh,,
old,OTH_856,Other,,,,,1,,RUS,Russia,856,Joint Control Commission (JCC),,
old,ENT_857,Entity,,,,,,,SOM,Somalia,857,Warsangali ,,
old,ENT_858,Entity,,,,,,,SOM,Somalia,858,Habr Je'lo,,
old,ENT_859,Entity,,,,,,,SOM,Somalia,859,Dhulbahante,,
old,ENT_860,Entity,,,,,,,SOM,Somalia,860,Ogeyslabe,,
old,ENT_861,Entity,,,,,,,SOM,Somalia,861,Habar Yoonis,,
old,ENT_862,Entity,,,,,,,COM,Comoros,862,Moheli,,
old,ENT_863,Entity,,,,,,,SDN,Sudan,863,Blue Nile,,
old,ENT_864,Entity,,,,,,,SDN,Sudan,864,Abyei,,
old,ENT_865,Entity,,,,,,,SDN,Sudan,865,Southern Kordofan,,
old,POL_866,Political Party,,,,,,,NPL,Nepal,866,Terai Madhesh Loktantrik Party,,
old,POL_867,Political Party,,,,,,,NPL,Nepal,867,Madhesi Janadhikar Forum,,
old,POL_868,Political Party,,,,,,,SDN,Sudan,868,National Umma Party,,National UMMA Party
old,ARM_869,Armed Organization,,,,,,,IND,India,869,NSCN (IM),NSCN (IM),National Socialist Council of Nagaland (Isak-Muivah) | National Socialist Council of Nagaland (IM) | NSCN IM |
old,ARM_870,Armed Organization,,,,,,,IND,India,870,Bru National Liberation Front,BNLF,
old,OTH_871,Civil Society,Non-governmental Organization,Youth,,,1,,IND,India,871,Karbi Students Union,,
old,OTH_872,Political Party,,,,,,,IND,India,872,ASDC,,
old,OTH_873,Civil Society,Non-governmental Organization,Youth,,,1,,IND,India,873,North Cachatr Hills Student Federation,,
old,OTH_874,Civil Society,Non-governmental Organization,Youth,,,1,,IND,India,874,Dimasa Student's Union,,
old,ARM_875,Armed Organization,,,,,,,MMR,Myanmar (Burma),875,Arakan Army,AA, Arakan Army
old,MIL_876,Military,,,,,,,GBR,United Kingdom,876,British Army,,
old,POL_877,Political Party,,,,,,,SYR,Syria,877,Arab Baath Socialist Party,,
old,POL_878,Political Party,,,,,,,YEM,Yemen,878,Union of Popular Forces,,
old,POL_879,Political Party,,,,,,,YEM,Yemen,879,Al-Rashad Union,,
old,POL_880,Political Party,,,,,,,YEM,Yemen,880,Popular Unificationist Nasserite Organization,,
old,POL_881,Political Party,,,,,,,YEM,Yemen,881,Unionist Union Party,,
old,POL_882,Political Party,,,,,,,YEM,Yemen,882,Justice and Construction Party,,
old,POL_883,Political Party,,,,,,,IRQ,Iraq,883,Patriotic Union of Kurdistan,,
old,ARM_884,Armed Organization,,,,,,,IRQ,Iraq,884,Kurdistan Democratic Party,KDP,
old,NGO_885,Civil Society,Non-governmental Organization,Other,,,1,,,,885,Coordination des Organizations des Musulmans Centrafricains,,
old,POL_886,Political Party,,,,,,,CAF,Central African Republic,886,Kwa Na Kwa,KNK,"National Convergence | Kwa Na Kwa | National Convergence ""Kwa Na Kwa"" | Convergence Nationale ""Kwa Na Kwa"""
old,POL_887,Political Party,,,,,,,CAF,Central African Republic,887,Rally for the Republic,RPR,
old,POL_888,Political Party,,,,,,,CAF,Central African Republic,888,Union for Central African Renewal,URCA,
old,ARM_889,Armed Organization,,,,,,,CAF,Central African Republic,889,Union for Peace in the Central African Republic,UPC,
old,ARM_890,Armed Organization,,,,,,,CAF,Central African Republic,890,Patriotic Rally for Renewal in the CAR or Gathering for Reconciliation among Central Africans ,RPRC,
old,ARM_891,Armed Organization,,,,,,,CAF,Central African Republic,891,Patriotic Movement for the Central African Republic ,MPC,Mouvement patriotique de Centrafrique
old,IGO_892,Intergovernmental Organization,,,1,,,UN Mission,,,892,MINUSCA,MINUSCA,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic
old,POL_893,Political Party,,,,,,,COD,"Congo, Democratic Republic of the",893,Political Opposition,,
old,NGO_894,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",894,Civil Society,,
old,OTH_895,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",895,Front for the Respect of the Constitution,,
old,OTH_896,Umbrella,,,,,,,COD,"Congo, Democratic Republic of the",896,Political and Social Forces,,
old,NGO_897,Civil Society,Non-governmental Organization,Other,,,1,,GIN,Guinea,897,Civil Society,,
old,OTH_898,Political Party,,,,,,,GIN,Guinea,898,Guinea - Opposition Party,,
old,MIL_899,Military,,,,,,,SRB,Serbia,899,Serbian Armed Forces,,
old,ENT_900,Entity,,,,,,,MDA,Moldova,900,Transdniestria,,
old,ARM_901,Armed Organization,,,,,,,SSD,South Sudan,901,National Salvation Front,NAS,
old,ARM_902,Armed Organization,,,,,,,SSD,South Sudan,902,South Sudan Patriotic Movement/Army,SSPM/A,
old,ARM_903,Armed Organization,,,,,,,SSD,South Sudan,903,South Sudan National Movement for Change,SSNMC,
old,ARM_904,Armed Organization,,,,,,,SSD,South Sudan,904,South Sudan Liberation Movement/Army,SSLM/A, South Sudan National Liberation Movement
old,ARM_905,Armed Organization,,,,,,,SSD,South Sudan,905,South Sudan United Movement/Army,SSUM,
old,ARM_906,Armed Organization,,,,,,,SSD,South Sudan,906,National Democratic Movement,NDM,
old,ARM_907,Armed Organization,,,,,,,SSD,South Sudan,907,South Sudan Armed Forces,SSAF,
old,ARM_908,Armed Organization,,,,,,,SSD,South Sudan,908,Federal Democratic Party,FDP,
old,ARM_909,Armed Organization,,,,,,,SYR,Syria,909,Syrian Armed Opposition,,
old,ARM_910,Armed Organization,,,,,,,SYR,Syria,910,Jaysh al-Ababil,,The Army of al-Ababil
old,ARM_911,Armed Organization,,,,,,,SYR,Syria,911,Aknaf Bayt al-Muqadis,,Protector of the Holy House
old,ARM_912,Armed Organization,,,,,,,LBY,Libya,912,Libyan National Army,LNA,
old,IGO_913,Intergovernmental Organization,,,,1,,,,,913,Economic Community of Central African States,ECCAS,Economic Community Of Central African States | ECCAS | ECCAS | Economic Community of Central African States | Economic Community of Central African States (ECCAS) | CEEAC
old,OTH_914,Government/state,,,,,1,,CAF,Central African Republic,914,Transitional Government,,
old,ARM_915,Armed Organization,,,,,,,ETH,Ethiopia,915,Ogaden National Liberation Front,ONLF,
old,POL_916,Political Party,,,,,,,MMR,Myanmar (Burma),916,Political Parties Representatives,,
old,UMB_917,Umbrella,,,,,,,SSD,South Sudan,917,South Sudan Opposition Alliance,SSOA,
old,COA_918,State Coalition,,,1,,,,,,918,Troika Countries,,
old,NGO_919,Civil Society,Non-governmental Organization,Youth,,,1,,SSD,South Sudan,919,Youth Representative,,
old,POL_920,Political Party,,,,,,,SSD,South Sudan,920,United Democratic Salvation Front,,
old,UMB_921,Umbrella,,,,,,,SSD,South Sudan,921,National Alliance of Political Parties,,
old,POL_922,Political Party,,,,,,,SSD,South Sudan,922,United Sudan African Party,,
old,POL_923,Political Party,,,,,,,SSD,South Sudan,923,United Democratic Party,,
old,POL_924,Political Party,,,,,,,SSD,South Sudan,924,African National Congress,,
old,OTH_925,Other,,,,,1,,SYR,Syria,925,Congress of Syrian National Dialogue,,
old,UMB_926,Umbrella,,,,,,,UKR,Ukraine,926,CADLR,CADLR,Certain Areas of Donetsk and Luhansk Regions | Representatives of certain areas of Donetsk and Luhansk
old,OTH_927,Other,,,,,1,,YEM,Yemen,927,National Committee Prisoners Affairs & Missing Persons,,
old,OTH_928,Other,,,,,1,,YEM,Yemen,928,Foundation and Representative Prisoners Affairs & Missing Persons of the Arab Coalition ,,
old,OTH_929,Other,,,,,1,,LBY,Libya,929,High Council of State,,
old,CON_930,Country/State,,,,,,,GNQ,Equatorial Guinea,930,Equatorial Guinea,EQG,Equatorial Guinea | EQUATORIAL GUINEA | Republic Equatorial Guinea
old,ARM_931,Armed Organization,,,,,,,AFG,Afghanistan,931,Taliban,,
old,OTH_932,Armed Organization,,,,,,,YEM,Yemen,932,Southern Transitional Council,,
old,OTH_933,Umbrella,,,,,,,SDN,Sudan,933,Forces of Freedom and Change,,
old,OTH_934,Government/state,,,,,1,,SDN,Sudan,934,Transitional Military Council,,
old,ARM_935,Armed Organization,,,,,,,CAF,Central African Republic,935,3R,3R,"Return, Reclamation, Rehabilitation | Retour, Réclamation, Réhabilitation (3R) | Retour, Réclamation, Réhabilitation"
old,UMB_936,Umbrella,,,,,,,SSD,South Sudan,936,South Sudan Opposition Movements Alliance,SSOMA,
old,ARM_937,Armed Organization,,,,,,,SSD,South Sudan,937,National Democratic Movement Patriotic Front,NDM/PF,
old,ARM_938,Armed Organization,,,,,,,SSD,South Sudan,938,Real Sudan People’s Liberation Movement,R-SPLM,
old,ARM_939,Armed Organization,,,,,,,SSD,South Sudan,939,South Sudan United Front/Army,SSUF,SS-UF/A | South Sudan United Front/Army
old,ARM_940,Armed Organization,,,,,,,SSD,South Sudan,940,United Democratic Revolutionary Alliance,UDRA,United Democratic Republican Alliance
old,MIL_941,Military,,,,,,,LBY,Libya,941,Libyan Army,,
old,ARM_942,Armed Organization,,,,,,,LBY,Libya,942,Libya National Army,,
old,ARM_943,Armed Organization,,,,,,,SDN,Sudan,943,Sudanese Alliance,,
old,ARM_944,Armed Organization,,,,,,,SDN,Sudan,944,United Popular Front for Liberation and Justice,,
old,ARM_945,Armed Organization,,,,,,,SDN,Sudan,945,Beja Congress,,
old,ARM_946,Armed Organization,,,,,,,SDN,Sudan,946,Sudanese Kush Liberation Movement,,
old,ARM_947,Armed Organization,,,,,,,SDN,Sudan,947,The Northern Entity,,
old,ARM_948,Armed Organization,,,,,,,SDN,Sudan,948,Democratic Union Party - Sudan Revolutionary Front,,
old,ARM_949,Armed Organization,,,,,,,SDN,Sudan,949,Sudan People’s Liberation Movement-North,SPLM -N,SPLM - N | SPLM - N Abu Obaida Khalifa Al Taishi | Sudan People's Liberation Movement-North / Revolutionary | Sudan People ’s Liberation Movement - North ( SPLM – N
old,IGO_950,Intergovernmental Organization,,,1,,,UN Mission,,,950,UNAMID,UNAMID,African Union-United Nations Hybrid Operation in Darfur
old,ARM_951,Armed Organization,,,,,,,SDN,Sudan,951,The Third Front/Tamazuj,,
old,OTH_952,Other,,,,,1,,IND,India,952,Bodoland Territorial Council,,
old,OTH_953,Civil Society,Non-governmental Organization,Other,,,1,,IND,India,953,United Bodo People's Organization,,
old,ARM_954,Armed Organization,,,,,,,IND,India,954,National Democratic Front of Boroland,NDFB,
old,ARM_955,Armed Organization,,,,,,,YEM,Yemen,955,Forces led by Tariq Saleh,,Tariq Saleh
old,NGO_956,Civil Society,Non-governmental Organization,Other,,,1,,YEM,Yemen,956,Medical Professionals,,
old,POL_957,Political Party,,,,,,,MMR,Myanmar (Burma),957,Political Parties Group,,
old,ARM_958,Armed Organization,,,,,,,SDN,Sudan,958,Sudan Revolutionary Front,SRF,
old,ARM_959,Armed Organization,,,,,,,SDN,Sudan,959,Sudan Liberation Forces Alliance,SLFA,
old,ARM_960,Armed Organization,,,,,,,SEN,Senegal,960,Movement of Democratic Forces of Casamance,MFDC,
old,ENT_961,Entity,,,,,,,SRB,Serbia,961,Belgrade,,
old,ENT_962,Entity,,,,,,, ,Kosovo,962,Pristina,,
old,ARM_963,Armed Organization,,,,,,,IND,India,963,Karbi People's Liberation Tigers,KPLT,
old,ARM_964,Armed Organization,,,,,,,IND,India,964,People's Democratic Council of Karbi Longri,PDCK,
old,ARM_965,Armed Organization,,,,,,,IND,India,965,Karbi Longri N.C. Hills Liberation Front,KLNLF,
old,ARM_966,Armed Organization,,,,,,,IND,India,966,United People's Liberation Army,UPLA,
old,ENT_967,Entity,,,,,,,IND,India,967,Assam Government,,
old,OTH_968,Government/state,,,,,1,,SDN,Sudan,968,Transitional Sovereignty Council,,
old,OTH_969,Other,,,,,1,,LBY,Libya,969,Libyan Political Dialogue Forum,,
old,ENT_970,Entity,,,,,,,COD,"Congo, Democratic Republic of the",970,Ituri,,
old,IGO_972,Intergovernmental Organization,,,1,,,UN Mission,,,972,MONUSCO,MONUSCO,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo
old,NGO_973,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",973,ACIAR,,
old,ARM_974,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",974,Gutsi Assailants,,
old,ARM_975,Armed Organization,,,,,,,COG,"Congo, Republic of the",975,Defence Forces Against Balkanisation of the Congo,FDBC,Forces de Défense contre la Balkanisation du Congo (FDBC) | Forces de Défense contre la Balkanisation du Congo
old,ARM_976,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",976,Popular Patriotic Forces,FPP,
old,NGO_977,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",977,South Kivu Civil Society,,
old,MIL_978,Military,,,,,,,COD,"Congo, Democratic Republic of the",978,Armed Forces of the Democratic Republic of the Congo,,
old,UMB_979,Umbrella,,,,,,,COD,"Congo, Democratic Republic of the",979,South Kivu Armed Groups,,
old,ARM_980,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",980,National Liberation Council,CNL,CNL/FAP
old,OTH_981,Other,,,,,1,,COD,"Congo, Democratic Republic of the",981,"Commission for Support of the Community Awareness, Disarmament, Demobilisation and Reintegration Process (CIAP-DDRC)",,
old,OTH_982,Umbrella,,,,,,,COD,"Congo, Democratic Republic of the",982,Initiative for Cohesive Leadership (ILC),,
old,OTH_983,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",983,Association for Integrated Community Development (ADCI),,
old,OTH_984,Civil Society,Non-governmental Organization,Other,1,,1,,COD,"Congo, Democratic Republic of the",984,SFCG – Consortium Maji ya Amani,,
old,IGO_985,Intergovernmental Organization,,,,1,,,,,985,European Free Trade Association,EFTA,EFTA | EFTA countries
old,ENT_986,Government/state,,,,,1,,PNG,Papua New Guinea,986,Autonomous Bougainville Government,,
old,OTH_987,Umbrella,,,,,,,LBN,Lebanon,987,Salafist Movements,,
old,COA_988,State Coalition,,,,1,,,,,988,Group of Five for the Sahel,G5 Sahel,
old,MIL_989,Military,,,,,,,UKR,Ukraine,989,Ukrainian Armed Forces,,
old,IGO_990,Intergovernmental Organization,,,1,,,UN Mission,,,990,OSESG-Yemen,OSESG-Yemen,Office of the Special Envoy of the Secretary-General for Yemen
old,ARM_991,Armed Organization,,,,,,,IND,India,991,National Socialist Council of Nagaland-Reformation,NSCN-R,NSCN/R  | NSCN / R  - Toshi Longkumer | NSCN / R  2 | NSCN / R
old,ARM_992,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",992,Cooperative for Development of the Congo,CODECO,Union des révolutionnaires pour la défense du peuple congolais | Union of Revolutionaries for the Defense of the Congolese People | Coopérative économique pour le développement du Congo | URDPC | Tazama de l'ALC - CODECO
old,ARM_993,Armed Organization,,,,,,,MLI,Mali,993,Platform of Algiers of 14 June 2014,,Platform of Self-Defense Movements | Plateforme des mouvements du 14 juin 2014 d'Alger | Plateforme des mouvements d'autodéfense | la Plateforme | Platform of Algiers
old,POL_994,Political Party,,,,,,,BIH,Bosnia and Herzegovina,994,People and Justice,NiP,Narod i Pravda
old,POL_995,Political Party,,,,,,,BIH,Bosnia and Herzegovina,995,Socialist Party,SP,Социјалистичка Партија
old,POL_996,Political Party,,,,,,,BIH,Bosnia and Herzegovina,996,People's European Union of Bosnia and Herzegovina,NES,Narodni evropski savez Bosne i Hercegovine
old,POL_997,Political Party,,,,,,,BIH,Bosnia and Herzegovina,997,Social Democratic Party of Bosnia and Herzegovina,SDP,Socijaldemokratska partija Bosne i Hercegovine
old,POL_998,Political Party,,,,,,,BIH,Bosnia and Herzegovina,998,Our Party,NS,Naša stranka
old,POL_999,Political Party,,,,,,,BIH,Bosnia and Herzegovina,999,Democratic Front,DF,Demokratska fronta
old,POL_1000,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1000,Movement of Democratic Action,PDA,Pokret demokratske akcije
old,POL_1001,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1001,United Srpska,US,Уједињена Српска
old,POL_1002,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1002,Independent Bloc,NB,Nezavisni blok
old,POL_1003,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1003,Alliance of Independent Social Democrats,SNSD,Savez nezavisnih socijaldemokrata | Milorad Dodik
old,POL_1004,Political Party,,,,,,,CAF,Central African Republic,1004,African Party for Radical Transformation and Integration of States,PATRIE,Parti africain pour une transformation radicale et l'intégration des États
old,POL_1005,Political Party,,,,,,,CAF,Central African Republic,1005,National Party for a New Central Africa,PNCN,Parti National pour la Nouvelle Afrique Central
old,IGO_1006,Intergovernmental Organization,,,,1,,,,,1006,European Council,EC,
old,POL_1007,Political Party,,,,,,,BIH,Bosnia and Herzegovina,1007,Party of Democratic Action,SDA,Stranka demokratske akcije
old,OTH_1008,Umbrella,,,,,,,PHL,Philippines,1008,GPH-MILF Committee on the Cessation of Hostilities,CCCH,
old,OTH_1009,Other,,,,,1,,PHL,Philippines,1009,Ad Hoc Joint Action Group,AHJAG,
old,OTH_1010,Other,,,,,1,,PHL,Philippines,1010,Philippines National Police,PNP,
old,OTH_1011,Other,,,1,,,,PHL,Philippines,1011,International Monitoring Team,IMT,IMT Team Site 2 | International Monitoring Team - M14 
old,NGO_1012,Civil Society,Non-governmental Organization,Other,1,,,,ITA,Italy,1012,Ara Pacis Initiatives for Peace Onlus,,Ara Pacis Initiatives for Peace | 
old,ARM_1013,Armed Organization,,,,,,,SSD,South Sudan,1013,Agwelek Forces,,
old,ARM_1014,Armed Organization,,,,,,,SSD,South Sudan,1014,South Sudan People's Defence Forces,SSPDF,
old,OTH_1015,Civil Society,Non-governmental Organization,Women,,,1,,SSD,South Sudan,1015,Women's Representative,,
old,OTH_1016,Civil Society,Communities and tribes,,,,1,,SSD,South Sudan,1016,Elder/Community Leader,,
old,OTH_1018,Other,,,,,1,,SSD,South Sudan,1018,Committee 7 + 7,,
old,NGO_1019,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",1019,Civil Society Representative,,
old,OTH_1020,Civil Society,Religious,,,,1,,COD,"Congo, Democratic Republic of the",1020,Cooperative for Development of the Congo Church,,
old,OTH_1021,Civil Society,Non-governmental Organization,Other,,,1,,COD,"Congo, Democratic Republic of the",1021,Group and Village Leaders,,
old,NGO_1022,Civil Society,Religious,,,,1,,COD,"Congo, Democratic Republic of the",1022,Religious Representatives,,
old,ARM_1023,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",1023,Army of Revolutionaries for the Defense of the Congolese people,ARDPC,
old,OTH_1024,Other,,,,,1,,PHL,Philippines,1024,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",OPAPRU,
old,POL_1025,Political Party,,,,,,,CAF,Central African Republic,1025,United Hearts Movement,MCU,Mouvement cœurs unis
old,POL_1026,Political Party,,,,,,,CAF,Central African Republic,1026,Centrafrique pour nous tous,BTK,Central African Republic for all of us | Bêafrika ti é kwè
old,POL_1027,Political Party,,,,,,,CAF,Central African Republic,1027,Truth and Justice,,Vérité et justice
old,NGO_1028,Civil Society,Religious,,,,1,,CAF,Central African Republic,1028,Muslim Community,,Muslim Community CAR
old,NGO_1029,Civil Society,Religious,,,,1,,CAF,Central African Republic,1029,Islamic Community,,Islamic Committee CAR
old,NGO_1030,Civil Society,Religious,,,,1,,CAF,Central African Republic,1030,Bishops of Central African Republic,,
old,NGO_1031,Civil Society,Religious,,,,1,,CAF,Central African Republic,1031,Alliance of the Evangelicals of CAR,,
old,NGO_1032,Civil Society,Non-governmental Organization,Youth,1,,1,,CAF,Central African Republic,1032,Pan-African Union of the Young,,
old,NGO_1033,Civil Society,Non-governmental Organization,Other,,,1,,CAF,Central African Republic,1033,Civil Society,,
old,NGO_1034,Civil Society,Non-governmental Organization,Other,,,1,,CAF,Central African Republic,1034,Ambassadors of Peace,,
old,ARM_1035,Armed Organization,,,,,,,TCD,Chad,1035,Union of the Forces of Resistance,UFR,
old,ARM_1036,Armed Organization,,,,,,,TCD,Chad,1036,Military Command Council for the Salvation of the Republic,CCMSR,Conseil de Commandement Militaire pour le Salut de la République | Military Council for the Good of the Republic
old,ARM_1037,Armed Organization,,,,,,,TCD,Chad,1037,Chad Liberation Movement,MLT,
old,ARM_1038,Armed Organization,,,,,,,TCD,Chad,1038,National Council for Recovery,CNR,Comité national de redressement | National Council for Recovery | National Settlement Council of Chad | National Council for the Rectification of Chad | National Settlement Council Chad
old,ARM_1039,Armed Organization,,,,,,,TCD,Chad,1039,National Movement for Settlement,MNR,
old,ARM_1040,Armed Organization,,,,,,,TCD,Chad,1040,Movement for the Democratic Card in Chad,MCDT,
old,ARM_1041,Armed Organization,,,,,,,TCD,Chad,1041,National Alliance for the Restoration of the Republic,NARR,National Alliance Restoration Republic  NARR
old,ARM_1042,Armed Organization,,,,,,,TCD,Chad,1042,Armed Resistance against the Anti-Democratic Forces,RAFAD,
old,ARM_1043,Armed Organization,,,,,,,TCD,Chad,1043,Movement for the Social Justice in Chad,MJST,
old,ARM_1044,Armed Organization,,,,,,,TCD,Chad,1044,Alliance of the Resistant Democrats,ADR,
old,ARM_1045,Armed Organization,,,,,,,TCD,Chad,1045,Assembly of the Forces for the Unity and Democracy,RFUTD,Assembly Forces Unity Democracy  RFUTD
old,ARM_1046,Armed Organization,,,,,,,TCD,Chad,1046,National Council for Liberation of Chad,CNLT,
old,ARM_1047,Armed Organization,,,,,,,TCD,Chad,1047,Movement of Chadian Militants,MMT,Chadian Militants  MMT
old,ARM_1048,Armed Organization,,,,,,,TCD,Chad,1048,Front for the Good of the Republic,FSR,Front for the Salvation of the Republic
old,ARM_1049,Armed Organization,,,,,,,TCD,Chad,1049,People’s Front for the Chad’s Liberty,FPLT,
old,ARM_1050,Armed Organization,,,,,,,TCD,Chad,1050,Free Army for the Change,ALC,
old,ARM_1051,Armed Organization,,,,,,,TCD,Chad,1051,Union of the Forces for Change and Democracy,UFCD,
old,MIL_1052,Military,,,,,,,TCD,Chad,1052,Air Forces,,
old,ARM_1053,Armed Organization,,,,,,,TCD,Chad,1053,Movement for Democracy and Justice,MDJT,
old,ARM_1054,Armed Organization,,,,,,,TCD,Chad,1054,National Union for Change,UNC,
old,ARM_1055,Armed Organization,,,,,,,TCD,Chad,1055,Union of the Forces for Justice and Change,UFCJ,
old,ARM_1056,Armed Organization,,,,,,,TCD,Chad,1056,National Movement for the Democratic Reform and Development,MNDRD,
old,ARM_1057,Armed Organization,,,,,,,TCD,Chad,1057,Front of the National Convention,,
old,ARM_1058,Armed Organization,,,,,,,TCD,Chad,1058,National Alliance of the Resistance,ANR,National Alliance Resistance
old,ARM_1059,Armed Organization,,,,,,,TCD,Chad,1059,Movement for the Renaissance of Chad,MRT,
old,ARM_1060,Armed Organization,,,,,,,TCD,Chad,1060,Chadian Movement for the National Good,MSNT,
old,ARM_1061,Armed Organization,,,,,,,TCD,Chad,1061,Movement of Action and Renaissance,MAR,
old,ARM_1062,Armed Organization,,,,,,,TCD,Chad,1062,People’s Army for Liberation of Chad,APLT,
old,ARM_1063,Armed Organization,,,,,,,TCD,Chad,1063,Chadian Action for Unity and Socialism – Popular and Ecologic Revolution Party,Actus-Prpe,ACTUS_PRPE
old,ARM_1064,Armed Organization,,,,,,,TCD,Chad,1064,National Alliance for the Unity and Change,ANUC,
old,ARM_1065,Armed Organization,,,,,,,TCD,Chad,1065,Democratic and Popular National Assembly,RNDP,
old,ARM_1066,Armed Organization,,,,,,,TCD,Chad,1066,People’s Front for the Liberation of the South of Chad,,
old,ARM_1067,Armed Organization,,,,,,,TCD,Chad,1067,Political-military Coordination of Revolutionary Democratic Councils,CPM/CDR,CPM / CDR
old,ARM_1068,Armed Organization,,,,,,,TCD,Chad,1068,National Movement for the Democratic Change,,
old,ARM_1069,Armed Organization,,,,,,,TCD,Chad,1069,Chadian National Amity,,
old,IGO_1070,Intergovernmental Organization,,,,1,,,,,1070,Lake Chad Basin Commission,CBLT,
old,OTH_1071,Other,,,,,1,,LBY,Libya,1071,Advisory Committee of the Libyan Political Dialogue Forum,LPDF,
old,OTH_1072,Other,,,,,1,,IND,India,1072,Ceasefire Supervisory Board,CFSB,
